SeriesId,Month,Day,BibleReading,PrimaryBookPageRange,PrimaryBookPageStart,PrimaryBookPageEnd,SecondaryBookPageRange,SecondaryBookPageStart,SecondaryBookPageEnd,SortOrder,FullTextPrimary,FullTextSecondary,SummaryPoints
3,4,14,Gen 32:11,Patriarchs and Prophets pp. 518-523,518,523,,,,414,Sample text from Patriarchs and Prophets pages 518-523. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 518-523 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,15,Gen 36:11,Patriarchs and Prophets pp. 524-527,524,527,,,,415,Sample text from Patriarchs and Prophets pages 524-527. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 524-527 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,16,Gen 36:4,Patriarchs and Prophets pp. 528-533,528,533,,,,416,Sample text from Patriarchs and Prophets pages 528-533. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 528-533 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,17,Gen 39:19,Patriarchs and Prophets pp. 534-537,534,537,,,,417,Sample text from Patriarchs and Prophets pages 534-537. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 534-537 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,18,Gen 47:9,Patriarchs and Prophets pp. 538-543,538,543,,,,418,Sample text from Patriarchs and Prophets pages 538-543. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 538-543 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,19,Gen 45:1,Patriarchs and Prophets pp. 544-548,544,548,,,,419,Sample text from Patriarchs and Prophets pages 544-548. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 544-548 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,20,Gen 18:4,Patriarchs and Prophets pp. 549-552,549,552,,,,420,Sample text from Patriarchs and Prophets pages 549-552. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 549-552 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,21,Gen 18:2,Patriarchs and Prophets pp. 553-557,553,557,,,,421,Sample text from Patriarchs and Prophets pages 553-557. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 553-557 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,22,Gen 25:11,Patriarchs and Prophets pp. 558-563,558,563,,,,422,Sample text from Patriarchs and Prophets pages 558-563. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 558-563 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,23,Gen 18:13,Patriarchs and Prophets pp. 564-569,564,569,,,,423,Sample text from Patriarchs and Prophets pages 564-569. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 564-569 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,24,Gen 44:15,Patriarchs and Prophets pp. 570-573,570,573,,,,424,Sample text from Patriarchs and Prophets pages 570-573. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 570-573 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,25,Gen 16:17,Patriarchs and Prophets pp. 574-577,574,577,,,,425,Sample text from Patriarchs and Prophets pages 574-577. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 574-577 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,26,Gen 1:4,Patriarchs and Prophets pp. 578-581,578,581,,,,426,Sample text from Patriarchs and Prophets pages 578-581. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 578-581 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,27,Gen 12:8,Patriarchs and Prophets pp. 582-587,582,587,,,,427,Sample text from Patriarchs and Prophets pages 582-587. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 582-587 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,28,Gen 48:8,Patriarchs and Prophets pp. 588-591,588,591,,,,428,Sample text from Patriarchs and Prophets pages 588-591. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 588-591 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,29,Gen 20:13,Patriarchs and Prophets pp. 592-596,592,596,,,,429,Sample text from Patriarchs and Prophets pages 592-596. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 592-596 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,4,30,Gen 1:8,Patriarchs and Prophets pp. 597-600,597,600,,,,430,Sample text from Patriarchs and Prophets pages 597-600. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 597-600 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,1,Gen 32:8,Patriarchs and Prophets pp. 601-604,601,604,,,,501,Sample text from Patriarchs and Prophets pages 601-604. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 601-604 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,2,Gen 10:6,Patriarchs and Prophets pp. 605-609,605,609,,,,502,Sample text from Patriarchs and Prophets pages 605-609. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 605-609 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,3,Gen 25:5,Patriarchs and Prophets pp. 610-614,610,614,,,,503,Sample text from Patriarchs and Prophets pages 610-614. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 610-614 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,4,Gen 13:7,Patriarchs and Prophets pp. 615-620,615,620,,,,504,Sample text from Patriarchs and Prophets pages 615-620. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 615-620 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,5,Gen 43:18,Patriarchs and Prophets pp. 621-625,621,625,,,,505,Sample text from Patriarchs and Prophets pages 621-625. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 621-625 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,6,Gen 32:13,Patriarchs and Prophets pp. 626-629,626,629,,,,506,Sample text from Patriarchs and Prophets pages 626-629. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 626-629 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,7,Gen 21:17,Patriarchs and Prophets pp. 630-634,630,634,,,,507,Sample text from Patriarchs and Prophets pages 630-634. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 630-634 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,8,Gen 7:3,Patriarchs and Prophets pp. 635-640,635,640,,,,508,Sample text from Patriarchs and Prophets pages 635-640. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 635-640 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,9,Gen 15:8,Patriarchs and Prophets pp. 641-646,641,646,,,,509,Sample text from Patriarchs and Prophets pages 641-646. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 641-646 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,10,Gen 12:3,Patriarchs and Prophets pp. 647-652,647,652,,,,510,Sample text from Patriarchs and Prophets pages 647-652. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 647-652 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,11,Gen 31:7,Patriarchs and Prophets pp. 653-658,653,658,,,,511,Sample text from Patriarchs and Prophets pages 653-658. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 653-658 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,12,Gen 14:5,Patriarchs and Prophets pp. 659-662,659,662,,,,512,Sample text from Patriarchs and Prophets pages 659-662. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 659-662 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,13,Gen 44:3,Patriarchs and Prophets pp. 663-667,663,667,,,,513,Sample text from Patriarchs and Prophets pages 663-667. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 663-667 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,14,Gen 29:10,Patriarchs and Prophets pp. 668-672,668,672,,,,514,Sample text from Patriarchs and Prophets pages 668-672. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 668-672 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,15,Gen 48:19,Patriarchs and Prophets pp. 673-678,673,678,,,,515,Sample text from Patriarchs and Prophets pages 673-678. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 673-678 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,16,Gen 33:3,Patriarchs and Prophets pp. 679-682,679,682,,,,516,Sample text from Patriarchs and Prophets pages 679-682. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 679-682 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,17,Gen 14:15,Patriarchs and Prophets pp. 683-687,683,687,,,,517,Sample text from Patriarchs and Prophets pages 683-687. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 683-687 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,18,Gen 25:12,Patriarchs and Prophets pp. 688-691,688,691,,,,518,Sample text from Patriarchs and Prophets pages 688-691. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 688-691 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,19,Gen 10:10,Patriarchs and Prophets pp. 692-696,692,696,,,,519,Sample text from Patriarchs and Prophets pages 692-696. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 692-696 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,20,Gen 27:18,Patriarchs and Prophets pp. 697-700,697,700,,,,520,Sample text from Patriarchs and Prophets pages 697-700. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 697-700 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,21,Gen 39:5,Patriarchs and Prophets pp. 701-706,701,706,,,,521,Sample text from Patriarchs and Prophets pages 701-706. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 701-706 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,22,Gen 4:13,Patriarchs and Prophets pp. 707-710,707,710,,,,522,Sample text from Patriarchs and Prophets pages 707-710. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 707-710 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,23,Gen 13:12,Patriarchs and Prophets pp. 711-716,711,716,,,,523,Sample text from Patriarchs and Prophets pages 711-716. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 711-716 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,24,Gen 43:15,Patriarchs and Prophets pp. 717-721,717,721,,,,524,Sample text from Patriarchs and Prophets pages 717-721. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 717-721 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,25,Gen 47:16,Patriarchs and Prophets pp. 722-726,722,726,,,,525,Sample text from Patriarchs and Prophets pages 722-726. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 722-726 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,26,Gen 44:4,Patriarchs and Prophets pp. 727-731,727,731,,,,526,Sample text from Patriarchs and Prophets pages 727-731. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 727-731 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,27,Gen 38:12,Patriarchs and Prophets pp. 732-735,732,735,,,,527,Sample text from Patriarchs and Prophets pages 732-735. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 732-735 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,28,Gen 9:19,Patriarchs and Prophets pp. 736-739,736,739,,,,528,Sample text from Patriarchs and Prophets pages 736-739. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 736-739 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,29,Gen 44:3,Patriarchs and Prophets pp. 740-744,740,744,,,,529,Sample text from Patriarchs and Prophets pages 740-744. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 740-744 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,30,Gen 39:2,Patriarchs and Prophets pp. 745-750,745,750,,,,530,Sample text from Patriarchs and Prophets pages 745-750. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 745-750 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,5,31,Gen 3:7,Patriarchs and Prophets pp. 751-756,751,756,,,,531,Sample text from Patriarchs and Prophets pages 751-756. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 751-756 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,1,Gen 35:16,Patriarchs and Prophets pp. 757-760,757,760,,,,601,Sample text from Patriarchs and Prophets pages 757-760. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 757-760 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,2,Gen 42:18,Patriarchs and Prophets pp. 761-764,761,764,,,,602,Sample text from Patriarchs and Prophets pages 761-764. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 761-764 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,3,Gen 2:8,Patriarchs and Prophets pp. 765-769,765,769,,,,603,Sample text from Patriarchs and Prophets pages 765-769. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 765-769 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,4,Gen 43:8,Patriarchs and Prophets pp. 770-774,770,774,,,,604,Sample text from Patriarchs and Prophets pages 770-774. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 770-774 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,5,Gen 25:11,Patriarchs and Prophets pp. 775-778,775,778,,,,605,Sample text from Patriarchs and Prophets pages 775-778. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 775-778 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,6,Gen 6:6,Patriarchs and Prophets pp. 779-784,779,784,,,,606,Sample text from Patriarchs and Prophets pages 779-784. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 779-784 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,7,Gen 7:15,Patriarchs and Prophets pp. 785-788,785,788,,,,607,Sample text from Patriarchs and Prophets pages 785-788. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 785-788 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,8,Gen 31:12,Patriarchs and Prophets pp. 789-792,789,792,,,,608,Sample text from Patriarchs and Prophets pages 789-792. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 789-792 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,9,Gen 38:4,Patriarchs and Prophets pp. 793-796,793,796,,,,609,Sample text from Patriarchs and Prophets pages 793-796. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 793-796 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,10,Gen 12:9,Patriarchs and Prophets pp. 797-800,797,800,,,,610,Sample text from Patriarchs and Prophets pages 797-800. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 797-800 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,11,Gen 45:16,Patriarchs and Prophets pp. 1-5,1,5,,,,611,Sample text from Patriarchs and Prophets pages 1-5. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 1-5 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,12,Gen 16:5,Patriarchs and Prophets pp. 6-10,6,10,,,,612,Sample text from Patriarchs and Prophets pages 6-10. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 6-10 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,13,Gen 5:1,Patriarchs and Prophets pp. 11-14,11,14,,,,613,Sample text from Patriarchs and Prophets pages 11-14. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 11-14 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,14,Gen 40:15,Patriarchs and Prophets pp. 15-18,15,18,,,,614,Sample text from Patriarchs and Prophets pages 15-18. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 15-18 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,15,Gen 37:6,Patriarchs and Prophets pp. 19-22,19,22,,,,615,Sample text from Patriarchs and Prophets pages 19-22. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 19-22 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,16,Gen 17:8,Patriarchs and Prophets pp. 23-27,23,27,,,,616,Sample text from Patriarchs and Prophets pages 23-27. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 23-27 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,17,Gen 1:13,Patriarchs and Prophets pp. 28-32,28,32,,,,617,Sample text from Patriarchs and Prophets pages 28-32. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 28-32 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,18,Gen 21:18,Patriarchs and Prophets pp. 33-38,33,38,,,,618,Sample text from Patriarchs and Prophets pages 33-38. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 33-38 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,19,Gen 46:2,Patriarchs and Prophets pp. 39-43,39,43,,,,619,Sample text from Patriarchs and Prophets pages 39-43. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 39-43 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,20,Gen 49:2,Patriarchs and Prophets pp. 44-47,44,47,,,,620,Sample text from Patriarchs and Prophets pages 44-47. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 44-47 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,21,Gen 41:16,Patriarchs and Prophets pp. 48-53,48,53,,,,621,Sample text from Patriarchs and Prophets pages 48-53. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 48-53 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,22,Gen 3:19,Patriarchs and Prophets pp. 54-59,54,59,,,,622,Sample text from Patriarchs and Prophets pages 54-59. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 54-59 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,23,Gen 31:4,Patriarchs and Prophets pp. 60-64,60,64,,,,623,Sample text from Patriarchs and Prophets pages 60-64. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 60-64 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,24,Gen 36:1,Patriarchs and Prophets pp. 65-68,65,68,,,,624,Sample text from Patriarchs and Prophets pages 65-68. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 65-68 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,25,Gen 4:7,Patriarchs and Prophets pp. 69-72,69,72,,,,625,Sample text from Patriarchs and Prophets pages 69-72. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 69-72 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,26,Gen 5:17,Patriarchs and Prophets pp. 73-76,73,76,,,,626,Sample text from Patriarchs and Prophets pages 73-76. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 73-76 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,27,Gen 36:9,Patriarchs and Prophets pp. 77-80,77,80,,,,627,Sample text from Patriarchs and Prophets pages 77-80. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 77-80 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,28,Gen 48:5,Patriarchs and Prophets pp. 81-86,81,86,,,,628,Sample text from Patriarchs and Prophets pages 81-86. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 81-86 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,29,Gen 35:10,Patriarchs and Prophets pp. 87-92,87,92,,,,629,Sample text from Patriarchs and Prophets pages 87-92. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 87-92 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,6,30,Gen 42:8,Patriarchs and Prophets pp. 93-98,93,98,,,,630,Sample text from Patriarchs and Prophets pages 93-98. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 93-98 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,1,Gen 43:2,Patriarchs and Prophets pp. 99-102,99,102,,,,701,Sample text from Patriarchs and Prophets pages 99-102. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 99-102 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,2,Gen 28:19,Patriarchs and Prophets pp. 103-108,103,108,,,,702,Sample text from Patriarchs and Prophets pages 103-108. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 103-108 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,3,Gen 13:14,Patriarchs and Prophets pp. 109-114,109,114,,,,703,Sample text from Patriarchs and Prophets pages 109-114. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 109-114 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,4,Gen 47:14,Patriarchs and Prophets pp. 115-119,115,119,,,,704,Sample text from Patriarchs and Prophets pages 115-119. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 115-119 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,5,Gen 12:6,Patriarchs and Prophets pp. 120-123,120,123,,,,705,Sample text from Patriarchs and Prophets pages 120-123. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 120-123 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,6,Gen 27:7,Patriarchs and Prophets pp. 124-128,124,128,,,,706,Sample text from Patriarchs and Prophets pages 124-128. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 124-128 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,7,Gen 27:16,Patriarchs and Prophets pp. 129-133,129,133,,,,707,Sample text from Patriarchs and Prophets pages 129-133. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 129-133 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,8,Gen 42:5,Patriarchs and Prophets pp. 134-137,134,137,,,,708,Sample text from Patriarchs and Prophets pages 134-137. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 134-137 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,9,Gen 45:17,Patriarchs and Prophets pp. 138-142,138,142,,,,709,Sample text from Patriarchs and Prophets pages 138-142. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 138-142 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,10,Gen 7:7,Patriarchs and Prophets pp. 143-147,143,147,,,,710,Sample text from Patriarchs and Prophets pages 143-147. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 143-147 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,11,Gen 34:15,Patriarchs and Prophets pp. 148-152,148,152,,,,711,Sample text from Patriarchs and Prophets pages 148-152. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 148-152 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,12,Gen 9:17,Patriarchs and Prophets pp. 153-158,153,158,,,,712,Sample text from Patriarchs and Prophets pages 153-158. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 153-158 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,13,Gen 15:10,Patriarchs and Prophets pp. 159-164,159,164,,,,713,Sample text from Patriarchs and Prophets pages 159-164. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 159-164 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,14,Gen 4:16,Patriarchs and Prophets pp. 165-169,165,169,,,,714,Sample text from Patriarchs and Prophets pages 165-169. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 165-169 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,15,Gen 49:15,Patriarchs and Prophets pp. 170-173,170,173,,,,715,Sample text from Patriarchs and Prophets pages 170-173. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 170-173 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,16,Gen 32:14,Patriarchs and Prophets pp. 174-179,174,179,,,,716,Sample text from Patriarchs and Prophets pages 174-179. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 174-179 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,17,Gen 9:4,Patriarchs and Prophets pp. 180-185,180,185,,,,717,Sample text from Patriarchs and Prophets pages 180-185. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 180-185 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,18,Gen 17:6,Patriarchs and Prophets pp. 186-189,186,189,,,,718,Sample text from Patriarchs and Prophets pages 186-189. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 186-189 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,19,Gen 47:1,Patriarchs and Prophets pp. 190-194,190,194,,,,719,Sample text from Patriarchs and Prophets pages 190-194. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 190-194 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,20,Gen 15:13,Patriarchs and Prophets pp. 195-200,195,200,,,,720,Sample text from Patriarchs and Prophets pages 195-200. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 195-200 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,21,Gen 19:3,Patriarchs and Prophets pp. 201-204,201,204,,,,721,Sample text from Patriarchs and Prophets pages 201-204. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 201-204 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,22,Gen 42:6,Patriarchs and Prophets pp. 205-209,205,209,,,,722,Sample text from Patriarchs and Prophets pages 205-209. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 205-209 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,23,Gen 19:2,Patriarchs and Prophets pp. 210-215,210,215,,,,723,Sample text from Patriarchs and Prophets pages 210-215. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 210-215 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,24,Gen 35:5,Patriarchs and Prophets pp. 216-220,216,220,,,,724,Sample text from Patriarchs and Prophets pages 216-220. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 216-220 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,25,Gen 12:9,Patriarchs and Prophets pp. 221-226,221,226,,,,725,Sample text from Patriarchs and Prophets pages 221-226. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 221-226 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,26,Gen 1:17,Patriarchs and Prophets pp. 227-230,227,230,,,,726,Sample text from Patriarchs and Prophets pages 227-230. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 227-230 | Key theme: Faith and obedience | Application: Reflect on God's guidance
