"SeriesId","Month","Day","BibleReading","PrimaryBookPageRange","PrimaryBookPageStart","PrimaryBookPageEnd","SecondaryBookPageRange","SecondaryBookPageStart","SecondaryBookPageEnd","SortOrder","FullTextPrimary","FullTextSecondary","SummaryPoints"
"1","12","15","","Desire of Ages pp. 793-794","793","794","",,,"449","","",""
"1","12","16","Luke 24:13-32","Desire of Ages pp. 795-796","795","796","",,,"450","","",""
"1","12","17","","Desire of Ages pp. 799-800","799","800","",,,"451","","",""
"1","12","18","Luke 24:33-49; John 20:19-31","Desire of Ages p. 801","801","801","",,,"452","","",""
"1","12","19","","Desire of Ages pp. 803-804","803","804","",,,"453","","",""
"1","12","20","","Desire of Ages pp. 805-806","805","806","",,,"454","","",""
"1","12","21","","Desire of Ages pp. 807-808","807","808","",,,"455","","",""
"1","12","22","John 21","Desire of Ages pp. 809-810","809","810","",,,"456","","",""
"1","12","23","","Desire of Ages pp. 811-812","811","812","",,,"457","","",""
"1","12","24","","Desire of Ages pp. 815-817","815","817","",,,"458","","",""
"1","12","25","Matthew 28:16-20; Mark 16:15-20","Desire of Ages pp. 818-819","818","819","",,,"459","","",""
"1","12","26","","Desire of Ages pp. 820-822","820","822","",,,"460","","",""
"1","12","27","","Desire of Ages pp. 823-825","823","825","",,,"461","","",""
"1","12","28","","Desire of Ages pp. 826-828","826","828","",,,"462","","",""
"1","12","29","Luke 24:50-53","Desire of Ages pp. 829-830","829","830","",,,"463","","",""
"1","12","30","","Desire of Ages pp. 831-832","831","832","",,,"464","","",""
"1","12","31","John 4:43-54","Desire of Ages pp. 833-835","833","835","",,,"465","","",""
